1.000000000000000000e+04,-6.600242349023122301e+01
1.000100000000000000e+04,4.514065044011558143e+02
1.000200000000000000e+04,-4.616764170603000821e+02
1.000300000000000000e+04,4.050120875372254403e+01
1.000400000000000000e+04,-1.267447224540368893e+02
1.000500000000000000e+04,-3.425345518192507370e+02
1.000600000000000000e+04,-3.965555421135896950e+02
1.000700000000000000e+04,3.355412790790884401e+02
1.000800000000000000e+04,-9.951242087062371411e+01
1.000900000000000000e+04,3.048125398062762770e+02
1.001000000000000000e+04,6.889453048978545269e+01
1.001100000000000000e+04,4.123691954559080841e+02
1.001200000000000000e+04,5.494237102476769508e+01
1.001300000000000000e+04,-1.700555075477954858e+01
1.001400000000000000e+04,-5.978499575722619284e+02
1.001500000000000000e+04,4.435022887864153631e+02
1.001600000000000000e+04,1.447744869780444787e+02
1.001700000000000000e+04,-5.741116367253606256e+01
1.001800000000000000e+04,1.343878275774599445e+02
1.001900000000000000e+04,-1.089837759891087785e+02
1.002000000000000000e+04,1.538248284250674089e+02
1.002100000000000000e+04,6.117359836022029640e+02
1.002200000000000000e+04,5.883896503384225980e+02
1.002300000000000000e+04,-1.310167999580200160e+02
1.002400000000000000e+04,-6.113562114122916569e+01
1.002500000000000000e+04,-3.742484953169736741e+02
1.002600000000000000e+04,7.415799307965387754e+01
1.002700000000000000e+04,1.374383787361046814e+02
1.002800000000000000e+04,4.200866117967909190e+02
1.002900000000000000e+04,1.967656257134430859e+02
1.003000000000000000e+04,2.684428498005319739e+02
1.003100000000000000e+04,6.384749102511095771e+02
1.003200000000000000e+04,1.273787313869201938e+02
1.003300000000000000e+04,1.349118758400074558e+00
1.003400000000000000e+04,2.271045317740868086e+01
1.003500000000000000e+04,3.422395345225649521e+02
1.003600000000000000e+04,3.077039669741728289e+02
1.003700000000000000e+04,3.481382087009400834e+02
1.003800000000000000e+04,-1.686528613073544705e+02
1.003900000000000000e+04,-2.022113090461717988e+01
1.004000000000000000e+04,-5.517499275731128137e+02
1.004100000000000000e+04,-4.299718040667405035e+02
1.004200000000000000e+04,2.618919587067446741e+02
1.004300000000000000e+04,3.898204261292221986e+02
1.004400000000000000e+04,-9.616562227356543247e+01
1.004500000000000000e+04,-2.107108012563246575e+02
1.004600000000000000e+04,2.788818687840114876e+02
1.004700000000000000e+04,-4.274533010310495911e+02
1.004800000000000000e+04,-1.729032529175671016e+02
1.004900000000000000e+04,4.672643783557871302e+02
1.005000000000000000e+04,-6.315587355874397417e+02
1.005100000000000000e+04,-3.555316593381792245e+02
1.005200000000000000e+04,1.431732755386044005e+02
1.005300000000000000e+04,6.919920259894229275e+01
1.005400000000000000e+04,2.755882739767258727e+02
